fragment1,fragment2,cloneType,lineSimilarity
"|project://assignment2/data/large/1966020.java|(29989,1982,<635,4>,<686,5>)","|project://assignment2/data/large/2481579.java|(29804,1973,<634,4>,<685,5>)",type3(),97
"|project://assignment2/data/large/1098324.java|(40934,2571,<953,8>,<1018,9>)","|project://assignment2/data/large/1802351.java|(41752,2571,<976,8>,<1041,9>)",type1(),100
"|project://assignment2/data/large/104755.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/41662.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/2181514.java|(4427,581,<133,4>,<148,5>)","|project://assignment2/data/large/1087990.java|(782,454,<30,4>,<40,5>)",type3(),76
"|project://assignment2/data/large/1109590.java|(4880,444,<137,4>,<147,5>)","|project://assignment2/data/large/1109590.java|(5330,456,<149,4>,<159,5>)",type3(),72
"|project://assignment2/data/large/104755.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/31722.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(29911,1401,<678,4>,<713,5>)","|project://assignment2/data/large/2481579.java|(34655,1433,<777,4>,<814,5>)",type3(),89
"|project://assignment2/data/large/32955.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/75612.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/10993.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/48890.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/10640.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/57755.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/23336.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/45886.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(37444,1191,<832,4>,<866,5>)","|project://assignment2/data/large/1560483.java|(33676,1184,<782,4>,<816,5>)",type1(),100
"|project://assignment2/data/large/10993.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/46050.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/57055.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/104755.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(48179,1665,<1178,8>,<1219,9>)","|project://assignment2/data/large/1098324.java|(46781,1647,<1120,8>,<1160,9>)",type1(),100
"|project://assignment2/data/large/47340.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/46050.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/2560904.java|(2406,429,<82,4>,<94,5>)","|project://assignment2/data/large/104755.java|(3291,431,<99,4>,<111,5>)",type2(),100
"|project://assignment2/data/large/925397.java|(45873,878,<1057,8>,<1078,9>)","|project://assignment2/data/large/2599719.java|(44338,827,<1043,8>,<1063,9>)",type1(),100
"|project://assignment2/data/large/57055.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/105863.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/41662.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/104755.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(34084,859,<724,4>,<749,5>)","|project://assignment2/data/large/1802351.java|(33629,868,<735,4>,<760,5>)",type3(),82
"|project://assignment2/data/large/10640.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/70893.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(48438,632,<1162,8>,<1179,9>)","|project://assignment2/data/large/2599719.java|(49261,632,<1185,8>,<1202,9>)",type1(),100
"|project://assignment2/data/large/47340.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/41662.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/70893.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/57055.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/126904.java|(24956,2990,<509,4>,<560,5>)","|project://assignment2/data/large/1802351.java|(24738,2966,<511,4>,<562,5>)",type1(),100
"|project://assignment2/data/large/566527.java|(6397,914,<159,4>,<180,5>)","|project://assignment2/data/large/2126013.java|(2902,841,<89,4>,<110,5>)",type3(),77
"|project://assignment2/data/large/130398.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/14833.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(36247,1191,<796,4>,<830,5>)","|project://assignment2/data/large/1966020.java|(38678,1184,<886,4>,<920,5>)",type2(),100
"|project://assignment2/data/large/74387.java|(805,1348,<27,4>,<46,5>)","|project://assignment2/data/large/111151.java|(805,1348,<27,4>,<46,5>)",type1(),100
"|project://assignment2/data/large/46050.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/105863.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/12148.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/23336.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(14721,378,<409,4>,<419,5>)","|project://assignment2/data/large/1109590.java|(5330,456,<149,4>,<159,5>)",type3(),72
"|project://assignment2/data/large/1098324.java|(37450,1184,<843,4>,<877,5>)","|project://assignment2/data/large/1966020.java|(37488,1184,<850,4>,<884,5>)",type2(),100
"|project://assignment2/data/large/126904.java|(44691,838,<1041,8>,<1061,9>)","|project://assignment2/data/large/1802351.java|(44333,827,<1043,8>,<1063,9>)",type1(),100
"|project://assignment2/data/large/104755.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/10993.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/43033.java|(2159,599,<48,4>,<62,5>)","|project://assignment2/data/large/6000.java|(2159,599,<48,4>,<62,5>)",type1(),100
"|project://assignment2/data/large/97910.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/14833.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(42162,2779,<996,8>,<1069,9>)","|project://assignment2/data/large/126904.java|(42104,2577,<974,8>,<1039,9>)",type3(),82
"|project://assignment2/data/large/1109590.java|(11772,387,<317,4>,<327,5>)","|project://assignment2/data/large/1109590.java|(5330,456,<149,4>,<159,5>)",type3(),72
"|project://assignment2/data/large/1109590.java|(12560,420,<342,4>,<353,5>)","|project://assignment2/data/large/1109590.java|(13288,389,<364,4>,<374,5>)",type3(),75
"|project://assignment2/data/large/14833.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/2560904.java|(3212,455,<109,4>,<121,5>)",type1(),100
"|project://assignment2/data/large/100171.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/97910.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(49261,632,<1185,8>,<1202,9>)","|project://assignment2/data/large/1966020.java|(49994,632,<1219,8>,<1236,9>)",type1(),100
"|project://assignment2/data/large/130398.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/23336.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/126904.java|(38581,1191,<864,4>,<898,5>)","|project://assignment2/data/large/209298.java|(36247,1191,<796,4>,<830,5>)",type2(),100
"|project://assignment2/data/large/31722.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/32955.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/100171.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/41662.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/47340.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/23336.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/58954.java|(2268,3822,<90,4>,<172,5>)","|project://assignment2/data/large/19995.java|(2268,3822,<90,4>,<172,5>)",type1(),100
"|project://assignment2/data/large/57055.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/10640.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(33944,407,<965,4>,<975,5>)","|project://assignment2/data/large/1109590.java|(9350,487,<252,4>,<265,5>)",type3(),81
"|project://assignment2/data/large/1109590.java|(23542,411,<658,4>,<669,5>)","|project://assignment2/data/large/1109590.java|(13288,389,<364,4>,<374,5>)",type3(),75
"|project://assignment2/data/large/126904.java|(37384,1191,<828,4>,<862,5>)","|project://assignment2/data/large/2599719.java|(37083,1184,<830,4>,<864,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(44333,827,<1043,8>,<1063,9>)","|project://assignment2/data/large/209298.java|(43590,838,<1010,8>,<1030,9>)",type1(),100
"|project://assignment2/data/large/1098324.java|(37450,1184,<843,4>,<877,5>)","|project://assignment2/data/large/2481579.java|(37294,1184,<849,4>,<883,5>)",type2(),100
"|project://assignment2/data/large/6711.java|(2268,3822,<90,4>,<172,5>)","|project://assignment2/data/large/19995.java|(2268,3822,<90,4>,<172,5>)",type1(),100
"|project://assignment2/data/large/23336.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/100171.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(24738,2966,<511,4>,<562,5>)","|project://assignment2/data/large/2599719.java|(24743,2966,<511,4>,<562,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(43007,1647,<1059,8>,<1099,9>)","|project://assignment2/data/large/1098324.java|(46781,1647,<1120,8>,<1160,9>)",type1(),100
"|project://assignment2/data/large/209298.java|(39645,1348,<909,8>,<941,9>)","|project://assignment2/data/large/1802351.java|(46180,1409,<1108,8>,<1141,9>)",type3(),71
"|project://assignment2/data/large/1098324.java|(31954,851,<685,4>,<710,5>)","|project://assignment2/data/large/2599719.java|(33634,868,<735,4>,<760,5>)",type3(),82
"|project://assignment2/data/large/19995.java|(2268,3822,<90,4>,<172,5>)","|project://assignment2/data/large/58954.java|(2268,3822,<90,4>,<172,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(39753,1245,<882,4>,<916,5>)","|project://assignment2/data/large/1098324.java|(37450,1184,<843,4>,<877,5>)",type3(),96
"|project://assignment2/data/large/1098324.java|(28828,1979,<596,4>,<647,5>)","|project://assignment2/data/large/2481579.java|(29804,1973,<634,4>,<685,5>)",type3(),97
"|project://assignment2/data/large/70893.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/97910.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(17564,845,<492,4>,<515,5>)","|project://assignment2/data/large/1109590.java|(20458,453,<569,4>,<580,5>)",type3(),75
"|project://assignment2/data/large/130398.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/14833.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/126904.java|(34793,1409,<760,4>,<795,5>)","|project://assignment2/data/large/1802351.java|(34503,1401,<762,4>,<797,5>)",type1(),100
"|project://assignment2/data/large/128513.java|(1385,5114,<53,4>,<166,5>)","|project://assignment2/data/large/98546.java|(1385,5119,<53,4>,<166,5>)",type3(),95
"|project://assignment2/data/large/14833.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/100171.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(50513,517,<1241,8>,<1254,9>)","|project://assignment2/data/large/2599719.java|(49903,517,<1204,8>,<1217,9>)",type1(),100
"|project://assignment2/data/large/41662.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/70893.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(9350,487,<252,4>,<265,5>)","|project://assignment2/data/large/1109590.java|(4420,454,<125,4>,<135,5>)",type3(),72
"|project://assignment2/data/large/101851.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/13449.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/10993.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/31722.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(46204,1409,<1110,8>,<1143,9>)","|project://assignment2/data/large/2599719.java|(40419,1328,<942,8>,<974,9>)",type3(),71
"|project://assignment2/data/large/75612.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/32955.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(20532,3281,<391,4>,<475,5>)","|project://assignment2/data/large/1098324.java|(20651,3263,<402,4>,<486,5>)",type1(),100
"|project://assignment2/data/large/12148.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/46050.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(32772,851,<708,4>,<733,5>)","|project://assignment2/data/large/2430560.java|(33617,868,<735,4>,<760,5>)",type3(),82
"|project://assignment2/data/large/1098324.java|(49080,517,<1181,8>,<1194,9>)","|project://assignment2/data/large/209298.java|(49252,520,<1172,8>,<1185,9>)",type1(),100
"|project://assignment2/data/large/32955.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/10640.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(37450,1184,<843,4>,<877,5>)","|project://assignment2/data/large/1802351.java|(38268,1184,<866,4>,<900,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(8974,370,<240,4>,<250,5>)","|project://assignment2/data/large/1109590.java|(4420,454,<125,4>,<135,5>)",type3(),72
"|project://assignment2/data/large/2430560.java|(14298,2639,<245,4>,<293,5>)","|project://assignment2/data/large/1098324.java|(13523,2639,<223,4>,<271,5>)",type1(),100
"|project://assignment2/data/large/23336.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/2560904.java|(3212,455,<109,4>,<121,5>)",type1(),100
"|project://assignment2/data/large/57055.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/31722.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(49137,1698,<1155,8>,<1196,9>)","|project://assignment2/data/large/1560483.java|(43007,1647,<1059,8>,<1099,9>)",type1(),100
"|project://assignment2/data/large/126904.java|(14413,2661,<243,4>,<291,5>)","|project://assignment2/data/large/1560483.java|(9712,2639,<161,4>,<209,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(41757,2571,<976,8>,<1041,9>)","|project://assignment2/data/large/925397.java|(43246,2617,<989,8>,<1055,9>)",type1(),100
"|project://assignment2/data/large/1560483.java|(29037,868,<651,4>,<676,5>)","|project://assignment2/data/large/1098324.java|(31954,851,<685,4>,<710,5>)",type3(),82
"|project://assignment2/data/large/1109590.java|(2648,388,<76,4>,<87,5>)","|project://assignment2/data/large/1109590.java|(17564,845,<492,4>,<515,5>)",type3(),75
"|project://assignment2/data/large/45886.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/100171.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(33617,868,<735,4>,<760,5>)","|project://assignment2/data/large/1098324.java|(32811,868,<712,4>,<737,5>)",type1(),100
"|project://assignment2/data/large/57755.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/100171.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/97910.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/70893.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(38484,1184,<885,4>,<919,5>)","|project://assignment2/data/large/2599719.java|(38273,1184,<866,4>,<900,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(36288,1194,<817,4>,<848,5>)","|project://assignment2/data/large/1802351.java|(35910,1162,<799,4>,<828,5>)",type3(),86
"|project://assignment2/data/large/1109590.java|(26433,1761,<739,4>,<802,5>)","|project://assignment2/data/large/1109590.java|(18415,382,<517,4>,<527,5>)",type3(),72
"|project://assignment2/data/large/57055.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/2560904.java|(2406,429,<82,4>,<94,5>)",type2(),100
"|project://assignment2/data/large/1109590.java|(22503,418,<628,4>,<639,5>)","|project://assignment2/data/large/1109590.java|(21803,526,<609,4>,<622,5>)",type3(),71
"|project://assignment2/data/large/1560483.java|(45306,517,<1120,8>,<1133,9>)","|project://assignment2/data/large/2430560.java|(49958,517,<1208,8>,<1221,9>)",type1(),100
"|project://assignment2/data/large/105863.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/104755.java|(588,628,<19,4>,<34,5>)",type1(),100
